Dam ID,Dam Name,Other Dam Names,NID ID,WDID,Administration Type,Physical Status,Div,WD,County,PM,Township,Range,Section,Q160,Q40,UTM x,UTM y,Latitude,Longitude,Location Accuracy,Stream,Downstream Town,Town Distance,Year Completed,Purposes,Federal Land,Federal Regulations,Dam Type,Dam Length,Dam Height,Crest Elevation,Normal Storage,Surface Area,Drainage Area,Spillway Capacity,Outlet Description,Outlet Capacity,Outlet Inspection Date,Hazard Class,EAP,EAP Date,EAP Inundation Map,Inundation Map Date,Last Inspection Date,Overall Conditions,Safe Storage,Inspector,Current Restrictions,Primary Name,Primary Contact,Assigned To,Modified,More Information,
"070102","LOWER BEAVER BROOK","BEAVER BROOK #2","CO00187","0704332","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","72.0 W","14","NE","NW","464758.0","4395209.0","39.706018","-105.411117","GPS","BEAVER BROOK","GOLDEN","11","2022","S","N","N","RCCN","200.00","37.30","7851.00","29","2","5120","3300.00","18-in steel grouted in rock tunnel","48.60","09/26/2014","High","Yes","05/16/2022","Yes","05/01/2017","06/15/2023","Satisfactory","Full Storage","JPK","No","LOOKOUT MOUNTAIN WATER DISTRICT (SNYDER, DEAN)","DEAN SNYDER","JPK","09/28/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070102",
"070103","UPPER BEAVER BROOK","JOHN ROSCOE","CO00188","0704334","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","72.0 W","15","SE","SW","462987.0","4393883.0","39.693996","-105.431701","GPS","BEAVER BROOK","GOLDEN","14","1924","S","N","N","RE","520.00","88.00","8420.00","397","16","4160","24239.00","18 HDPE Sliplining within 24 DIP and grouted annulus","29.00","09/26/2014","High","Yes","02/08/2024","Yes","04/01/2017","06/15/2023","Satisfactory","Full Storage","JPK","No","LOOKOUT MOUNTAIN WATER DISTRICT (SNYDER, DEAN)","DEAN SNYDER","JPK","04/11/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070103",
"070104","LOOKOUT MOUNTAIN","BEAVER BROOK #3","CO02088","0704333","Jurisdictional Dam","Active","1","7","JEFFERSON","S","4.0 S","70.0 W","4","SW","NW","479609.0","4397892.0","39.730677","-105.237961","GPS","CLEAR CREEK","GOLDEN","2","1903","S","N","N","RE","460.00","60.00","7300.00","101","6","24","41.00","2-8 DIP","5.00","09/26/2014","High","Yes","05/01/2020","Yes","04/01/2017","06/15/2023","Conditionally Satisfactory","Conditional Full Storage","JPK","No","LOOKOUT MOUNTAIN WATER DISTRICT (SNYDER, DEAN)","DEAN SNYDER","JPK","10/04/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070104",
"070105","UPPER SEA OF STORMS","ATHANASIOU","CO03094","0704496","Jurisdictional Dam","Active","1","7","GILPIN","S","2.0 S","72.0 W","20","SE","SW","459947.0","4411889.0","39.856090","-105.468254","Digitized","RALSTON CREEK","GOLDEN","13.5","2005","SRP","N","N","RE","960.00","14.50","8789.00","46","6","665","160.00","","","","Low","Not Required","","No","","06/14/2019","Conditionally Satisfactory","Conditional Full Storage","RDS","No","MACSOVITS, MAC ","MAC MACSOVITS","JPK","12/22/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070105",
"070106","BRAECHER RANCH","BRAECHER LAKE, SEA OF STORMS","CO00189","","Jurisdictional Dam","Active","1","7","GILPIN","S","2.0 S","72.0 W","20","SE","SE","460034.9","4411953.6","39.856680","-105.467229","GPS","RALSTON CREEK","ARVADA","20","1967","IP","N","N","RE","660.00","21.00","8770.00","35","7","704","800.00","12 CMP","6.00","","Low","Not Required","","No","","06/14/2019","Conditionally Satisfactory","Conditional Full Storage","RDS","No","MACSOVITS, MAC ","MAC MACSOVITS","JPK","06/24/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070106",
"070108","BROAD","","CO01781","0704341","Non-Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","12","NE","SE","485543.3","4406497.7","39.808339","-105.168904","GPS","TR. OF VAN BIBBER CREEK","ARVADA","2","1870","IP","N","N","RE","750.00","12.00","5900.00","92","18","100","109.00","12 VCP & 8 CP","16.00","","Low","Not Required","","No","","05/31/1991","","","","No","FARMERS HIGHLINE CANAL & RESERVOIR CO. (BOLLINGER, MIKE)","MIKE BOLLINGER","JPK","02/15/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070108",
"070109","UPPER CABIN CREEK","","CO01239","","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","5.0 S","74.0 W","6","NW","NE","438466.5","4389157.5","39.650010","-105.717237","GPS","SOUTH CLEAR CREEK","GEORGETOWN","4","1964","H","Y","N","ER","1492.00","153.00","11200.00","1602","23","610","56.00","15FT TUNNEL(penstock)","4400.00","11/01/2012","High","Yes","12/22/2023","Yes","06/21/2017","05/26/2022","Satisfactory","Full Storage","JPK","No","XCEL ENERGY (MARTINEZ, PATRICK)","PATRICK MARTINEZ","JPK","04/12/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070109",
"070110","LOWER CABIN CREEK","","CO01240","0703647","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","74.0 W","31","NE","SE","439359.2","4390506.8","39.662228","-105.706953","GPS","SOUTH CLEAR CREEK","GEORGETOWN","3","1964","H","Y","N","ER","1195.00","65.00","10020.00","1988","61","8960","11050.00","21 & 36 gates in 6 CMPs(2)","549.00","08/13/2015","High","Yes","12/22/2023","Yes","12/22/2022","07/11/2023","Satisfactory","Full Storage","JPK","No","XCEL ENERGY (MARTINEZ, PATRICK)","PATRICK MARTINEZ","JPK","04/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070110",
"070111","IDAHO SPRINGS","CHICAGO CREEK","CO01782","","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","5.0 S","74.0 W","1","SE","NE","447238.0","4388520.0","39.644848","-105.614948","GPS","CHICAGO CREEK","IDAHO SPRINGS","9","1906","S","N","N","RE","701.00","27.70","10620.00","230","18","3987","5700.00","20 STEEL w/ 11.9 dia. CIPP liner","16.00","02/21/2016","High","Yes","03/13/2024","Yes","03/11/2024","10/19/2023","Satisfactory","Full Storage","JPK","No","CITY OF IDAHO SPRINGS (BORDONI, JOHN)","JOHN BORDONI","JPK","03/29/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070111",
"070112","UPPER CHINNS","SHERWIN LAKE","CO00190","0703358","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","3.0 S","74.0 W","5","SW","NE","440248.0","4407648.0","39.816723","-105.698147","GPS","FALL RIVER","IDAHO SPRINGS","9","1937","IR","Y","N","RE","420.00","22.00","11280.00","92","7","650","882.00","14 STEEL","21.00","09/09/2005","Low","Not Required","","No","","07/11/2017","Conditionally Satisfactory","Conditional Full Storage","JJF","No","AGRICULTURAL DITCH & RESERVOIR COMPANY (ACKER, PETER)","PETER ACKER","JPK","04/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070112",
"070113","LOWER CHINNS","","CO00191","0703359","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","3.0 S","74.0 W","5","SE","NW","440668.0","4407708.0","39.817293","-105.693245","GPS","FALL RIVER","IDAHO SPRINGS","10","1934","ISR","Y","N","RE","440.00","18.00","11040.00","108","12","768","560.00","15 PVC","16.00","09/09/2005","High","Yes","10/01/2017","Yes","09/25/2017","08/29/2023","Satisfactory","Full Storage","JPK","No","AGRICULTURAL DITCH & RESERVOIR COMPANY (ACKER, PETER)","PETER ACKER","JPK","04/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070113",
"070114","UPPER LONG LAKE","LONG LAKE NO 1, CAMPBELL #1, CAMBELL RES","CO01783","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","4","NW","SE","479834.0","4408121.0","39.822846","-105.235650","GPS","RALSTON CREEK","ARVADA","2","1939","S","N","N","RE","1500.00","45.50","6093.00","1500","60","320","8.00","18 CIP","61.00","02/24/2016","High","Yes","12/31/2022","Yes","10/20/2014","06/28/2023","Unsatisfactory","Continue Existing Restriction","JPK","YES","DENVER BOARD OF WATER COMMISSIONERS","DARREN BRINKER","JPK","03/18/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070114",
"070115","LOWER LONG LAKE","LONG LAKE NO 2, CAMPBELL #2, CAMBELL RES","CO01784","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","4","SE","NW","480596.0","4407735.0","39.819386","-105.226734","GPS","RALSTON CREEK","ARVADA","2","1939","S","N","N","RE","1350.00","19.00","5911.00","292","30","125","330.00","12 CIP","18.00","07/31/1989","High","Yes","12/31/2022","Yes","10/20/2014","06/28/2023","Unsatisfactory","Continue Existing Restriction","JPK","YES","DENVER BOARD OF WATER COMMISSIONERS","DARREN BRINKER","JPK","03/18/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070115",
"070117","CLEAR LAKE","CLEAR CREEK","CO01241","","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","74.0 W","29","SW","NE","439915.1","4391612.3","39.672223","-105.700572","GPS","SOUTH CLEAR CREEK","GEORGETOWN","3","1914","HR","N","N","PGRC","214.00","44.00","9875.00","703","27","9600","14667.00","36 & 12 Steel","207.00","09/07/2016","High","Yes","12/22/2023","Yes","12/22/2022","07/11/2023","Satisfactory","Full Storage","JPK","No","XCEL ENERGY (MARTINEZ, PATRICK)","PATRICK MARTINEZ","JPK","04/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070117",
"070118","CHURCHES","","CO01242","0704347","Non-Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","3","SW","NW","481265.7","4407432.6","39.816680","-105.218897","GPS","RALSTON CREEK","ARVADA","4","1868","I","N","N","RE","930.00","9.00","5850.00","48","6","80","112.00","12 CMP","6.00","","Low","Not Required","","No","","01/11/1980","","","","No","DENVER BOARD OF WATER COMMISSIONERS","DARREN BRINKER","JPK","06/17/2014 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070118",
"070119","COPELAND","","CO01243","0704354","Non-Jurisdictional Dam","Active","1","7","ADAMS","S","3.0 S","68.0 W","10","NE","SE","501759.9","4406392.1","39.807505","-104.979449","GPS","SOUTH PLATTE RIVER","DENVER","0.100000001490116","1898","IS","N","N","RE","1500.00","12.00","5195.00","73","13","32","285.00","24 &12 RCP","40.00","","Low","Not Required","05/02/1996","Yes","05/02/1996","04/05/1995","","","","No","UNITED WATER COMPANY (RANDY RHODES)","RANDY RHODES","JPK","06/13/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070119",
"070120","CROKE NO. 7","CROKE RESERVOIR, CARLSON RESERVOIR","CO01244","0704356","Jurisdictional Dam","Active","1","2","ADAMS","S","2.0 S","68.0 W","9","SE","SE","500255.0","4415368.0","39.888381","-104.997028","GPS","TR.OF SOUTH PLATTE RIVER","NORTHGLENN","0.1","1888","SI","N","N","RE","690.00","16.00","5407.00","170","10","320","90.00","3.5 SQ. SLIDE GATE into dry well","60.00","","NPH","Not Required","","No","","04/21/2009","Satisfactory","Full Storage","GGH","No","CITY OF NORTHGLENN (KENT KISSELMAN)","KENT KISSELMAN","JHB","03/20/2018 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070120",
"070122","KRILEY POND","GOLDEN GATE NO. 1","","","Jurisdictional Dam","Active","1","7","GILPIN","S","2.0 S","72.0 W","34","NE","SE","463319.0","4409430.0","39.834087","-105.428696","GPS","RALSTON CREEK","GOLDEN","12.5","1967","RF","N","N","RE","300.00","13.00","8354.00","28","4","","","36-inch RCP","","","Low","Not Required","","No","","","","","","No","COLORADO PARKS AND WILDLIFE (TAYLOR, MARGARET)","MARGARET TAYLOR","JPK","08/05/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070122",
"070123","CROWN HILL CEMETERY","","CO01247","0704358","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","27","SE","SW","491529.1","4400939.4","39.758332","-105.098901","GPS","TR. OF CLEAR CREEK","WHEATRIDGE","0.100000001490116","1908","I","N","N","RE","3132.00","9.00","5564.00","167","62","425","9500.00","24 CMP & PUMPING FACILITY","25.00","","Low","Not Required","01/22/1993","Yes","01/22/1993","01/24/2024","Satisfactory","Full Storage","JPK","No","CROWN HILL CEMETERY","RANDY OOSTERHOFF","JPK","02/20/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070123",
"070124","CURRIER #1","","","0704359","Jurisdictional Dam","Active","1","7","ADAMS","S","2.0 S","68.0 W","22","","","","","","","Spotted from quarters","CLEAR CREEK","THORNTON","0","","","N","Y","RE","0.00","10.00","0.00","13","4","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","","","","05/01/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070124",
"070125","CURRIER #2","","","0704360","Jurisdictional Dam","Active","1","7","ADAMS","S","2.0 S","68.0 W","22","","","","","","","Spotted from quarters","CLEAR CREEK","THORNTON","0","","","N","N","RE","0.00","17.00","0.00","22","3","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","","","JPK","05/01/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070125",
"070127","DOWNING","","","0704364","Non-Jurisdictional Dam","Active","1","7","JEFFERSON","S","4.0 S","69.0 W","9","","","","","","","Spotted from quarters","MCINTYRE GULCH","LAKEWOOD","0","","CF","N","Y","RE","500.00","3.00","0.00","25","5","0","21.00","","0.00","","Low","Not Required","","No","","","","","","No","GEN. SERVICES ADM., PUB. BLDGS. SERVICE (ROGER BAUMLI)","ROGER BAUMLI","","","https://dwr.state.co.us/Tools/DamSafety/Details/070127",
"070128","DUKE LAKE","","CO00192","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","24","SW","NE","484934.0","4402638.0","39.773549","-105.175931","GPS","CLEAR CREEK","WHEATRIDGE","2","1972","S","N","N","RE","1024.00","34.00","5568.00","295","12","50","820.00","18 RCP","27.00","","Low","Not Required","","No","","02/07/2024","Satisfactory","Full Storage","JPK","No","COORS BREWING CO. LAND & WATER RESOURCES (SANTANGELO, NEAL)","NEAL SANTANGELO","JPK","08/05/2014 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070128",
"070129","FALL RIVER","FALL RIVER POWER COMPANY","CO00193","0703395","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","3.0 S","74.0 W","5","NE","SE","440882.0","4407993.0","39.819876","-105.690771","GPS","FALL RIVER","IDAHO SPRINGS","8","1974","ISR","Y","N","RE","840.00","85.00","10841.00","890","24","1792","6400.00","24 DIP","88.00","08/27/2014","High","Yes","10/01/2017","Yes","01/01/1997","08/29/2023","Conditionally Satisfactory","Conditional Full Storage","JPK","No","AGRICULTURAL DITCH & RESERVOIR COMPANY (ACKER, PETER)","PETER ACKER","JPK","04/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070129",
"070130","FARMERS HIGHLINE #1","","","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","7","","","","","","","Spotted from quarters","VAN BIBBER CREEK","ARVADA","1","","","N","N","RE","0.00","0.00","0.00","0","0","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","FARMERS HIGHLINE CANAL & RESERVOIR CO. (BOLLINGER, MIKE)","MIKE BOLLINGER","JPK","11/07/2014 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070130",
"070131","FELLOWS","NO. 17 DAM","CO02376","","Non-Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","25","SE","NW","485069.0","4401209.0","39.760676","-105.174322","GPS","CLEAR CREEK","WHEATRIDGE","2","1966","RI","N","N","RE","607.00","16.00","5592.00","11","2","237","625.00","12 CMP","6.00","","Low","Not Required","","No","","09/30/2016","Satisfactory","Full Storage","RDS","No","COORS BREWING CO. LAND & WATER RESOURCES (SANTANGELO, NEAL)","NEAL SANTANGELO","JPK","09/30/2016 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070131",
"070132","GEORGETOWN","","CO00195","0704378","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","74.0 W","5","NE","SE","440950.0","4398387.3","39.733335","-105.689113","GPS","SOUTH CLEAR CREEK","LAWSON","5","1973","SR","N","N","RE","400.00","13.00","8450.00","386","63","51840","11557.00","48 AND 24 CMP","275.00","","High","Yes","09/15/2022","Yes","10/07/2014","11/03/2023","Satisfactory","Full Storage","JPK","No","CITY OF GEORGETOWN (BROWN, KENT)","KENT BROWN","JPK","09/19/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070132",
"070134","GREEN LAKE","","CO01249","0704384","Non-Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","74.0 W","29","NW","SW","439562.7","4392170.1","39.677225","-105.704727","GPS","SOUTH CLEAR CREEK","GEORGETOWN","3","1914","H","N","N","ER","52.00","8.00","9920.00","96","12","200","7.00","5 SP","1.00","12/22/1995","Significant","Yes","03/18/2022","Yes","11/01/2011","09/22/2022","Satisfactory","Full Storage","JPK","No","DALLAM, BRAD ","BRAD DALLAM","JPK","03/04/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070134",
"070136","HYATT","","CO01250","0704396","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","7","NW","SE","486317.0","4406301.0","39.806577","-105.159858","GPS","VAN BIBBER CREEK","ARVADA","0.1","1863","IRP","N","N","RE","1110.00","22.00","5567.00","760","73","350","625.00","10 PVC,SLIPLINED OLD CIP. 8 PVC north outlet, slip lined old.","10.00","01/12/2024","High","Yes","04/26/2021","Yes","06/21/2012","01/12/2024","Unsatisfactory","Continue Existing Restriction","JPK","YES","FARMERS HIGHLINE CANAL & RESERVOIR CO. (BOLLINGER, MIKE)","MIKE BOLLINGER","JPK","01/18/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070136",
"070137","IDAHO SPRINGS STORAGE","","CO02378","0704398","Non-Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","3.0 S","73.0 W","36","SW","SW","455825.0","4398965.3","39.739444","-105.515571","GPS","SODA CREEK","IDAHO SPRINGS","1","","S","N","N","RE","513.00","33.00","0.00","4","1","0","5.00","36 CMP","47.00","","Low","Not Required","","No","","05/28/1987","","","","No","CITY OF IDAHO SPRINGS (JOHN BORDONI)","JOHN BORDONI","JPK","04/30/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070137",
"070138","GEORGETOWN FOREBAY","GEORGETOWN RESERVOIR, SILVERDALE","CO02379","","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","74.0 W","20","NW","SE","440194.8","4393830.0","39.692226","-105.697509","GPS","CLEAR CREEK","GEORGETOWN","1","1939","SH","N","N","ER","168.00","16.00","9200.00","8","2","18560","754.00","24 & 36 CMP","172.00","","Significant","Yes","12/22/2023","Yes","10/16/2020","11/21/2023","Conditionally Satisfactory","","JPK","No","XCEL ENERGY (MARTINEZ, PATRICK)","PATRICK MARTINEZ","JPK","03/29/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070138",
"070140","BUNGER","APPLEWOOD","CO03097","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","30","SW","SE","486410.0","4400577.0","39.755004","-105.158653","GPS","AGRICULTURAL DITCH","","","1965","R","","","","750.00","15.00","","5","2","5","","6-in HDPE","","","Significant","","","No","","","","","","No","","","","01/04/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070140",
"070141","MATTIE DAM","","","","Non-Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","4.0 S","73.0 W","9","NW","SW","450958.0","4396506.0","39.717022","-105.572187","GPS","CHICAGO CREEK","Idaho Springs","3","","","","","","","","","","","","","","","","Low","","","No","","","","","","No","","","","04/23/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070141",
"070201","KALCEVIC","","CO00197","0704404","Jurisdictional Dam","Active","1","2","ADAMS","S","2.0 S","68.0 W","33","NE","NW","499677.0","4410114.0","39.841042","-105.003785","GPS","CLEAR CREEK","WESTMINSTER","0.100000001490116","1955","C","N","N","RE","550.00","16.80","5333.50","43","3","86","3985.00","ungated 18 CIP with flow limiting plate, flow restricted to 5 cfs","5.00","","High","Yes","04/02/2015","Yes","11/27/2006","02/09/2021","Satisfactory","Full Storage","JPK","No","ADAMS COUNTY (BESHARA NAJJAR)","BESHARA NAJJAR","JPK","09/18/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070201",
"070202","KELLY","","CO01251","0704405","Non-Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","70.0 W","12","SE","NW","485256.9","4405759.0","39.801676","-105.172229","GPS","VAN BIBBER CREEK","ARVADA","2","1863","IR","N","N","RE","1100.00","12.00","5590.00","45","7","50","","TWO - 15 STEEL PIPES","25.00","","Low","Not Required","","No","","06/25/2008","Unsatisfactory","Recommended Restriction","GGH","No","MOONEY, MIKE ","MIKE MOONEY","JPK","10/15/2018 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070202",
"070205","NORTH HENRY LEE","NORTH LEE, NORTH RESERVOIR","","0704392","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","27","NW","SE","491244.6","4401680.0","39.765006","-105.102227","GPS","TR. OF CLEAR CREEK","WHEATRIDGE","0","1876","I","N","N","RE","0.00","0.00","0.00","57","14","15","0.00","PUMPS FOR LAWN*","0.00","","N","No","","No","","","","","","No","","","JPK","05/01/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070205",
"070207","ICE LAKE","","CO01785","0703398","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","2.0 S","74.0 W","29","SE","NE","441029.0","4410418.0","39.841734","-105.689272","Digitized","FALL RIVER","IDAHO SPRINGS","11","1900","IR","N","N","RE","0.00","110.00","12200.00","511","20","100","0.00","30 CIP","0.00","","NPH","Not Required","","No","","","","","","No","AGRICULTURAL DITCH & RESERVOIR COMPANY (ACKER, PETER)","PETER ACKER","JPK","01/14/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070207",
"070208","LE GAULT","","CO00198","0704180","Non-Jurisdictional Dam","Active","1","2","BROOMFIELD","S","1.0 S","68.0 W","30","SW","SW","495679.9","4420174.5","39.931672","-105.050569","GPS","BIG DRY CREEK","DACONO","12","1946","I","N","N","RE","1345.00","12.00","5310.00","76","20","45","344.00","2-12 VCP","17.00","","Low","Not Required","","No","","","","","","No","MERRITT HUTTON","","","","https://dwr.state.co.us/Tools/DamSafety/Details/070208",
"070209","LEYDEN","FARMERS HIGHLINE NO 3","CO01216","0704410","Jurisdictional Dam","Active","1","7","JEFFERSON","S","2.0 S","70.0 W","36","NE","NW","485407.2","4409827.9","39.838340","-105.170567","Digitized","LEYDEN CREEK","ARVADA","0.1","1902","CR","N","N","RE","1545.00","37.40","5616.50","90","19","5792","35170.00","36 CIP","193.00","01/01/2017","High","Yes","01/31/2024","Yes","06/01/2015","04/13/2023","Satisfactory","Full Storage","JPK","No","MOYER, JAKE ","JAKE MOYER","JPK","03/29/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070209",
"070210","LOCH LOMOND","","CO00199","0703399","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","2.0 S","74.0 W","33","NE","SW","442172.0","4409519.0","39.833713","-105.675833","GPS","FALL RIVER","IDAHO SPRINGS","9","1963","IR","N","N","RE","875.00","42.00","11200.00","875","31","685","1200.00","21 CONCRETE","60.00","08/26/2014","High","Yes","10/01/2017","Yes","01/01/1997","08/29/2023","Conditionally Satisfactory","Conditional Full Storage","JPK","No","AGRICULTURAL DITCH & RESERVOIR COMPANY (ACKER, PETER)","PETER ACKER","JPK","02/03/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070210",
"070211","LAKE CAROLINE","","CO01786","0703396","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","2.0 S","74.0 W","33","NW","SW","441269.4","4409662.0","39.834939","-105.686399","GPS","FALL RIVER","IDAHO SPRINGS","11","1902","IR","N","N","RE","150.00","10.00","11880.00","144","20","110","35.00","10 CIP","7.00","","Low","Not Required","","No","","09/22/2017","Conditionally Satisfactory","Conditional Full Storage","RDS","No","AGRICULTURAL DITCH & RESERVOIR COMPANY (ACKER, PETER)","PETER ACKER","JPK","01/14/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070211",
"070212","HIDDEN LAKE","MAYHAM, MUD LAKE","CO00200","","Jurisdictional Dam","Active","1","7","ADAMS","S","3.0 S","68.0 W","6","SE","NE","496903.0","4407617.0","39.818539","-105.036196","GPS","CLEAR CREEK","WESTMINSTER","1","1958","R","N","N","RE","202.00","9.80","5284.00","270","111","1195","3600.00","18 CMP","5.00","","Low","Not Required","","No","","10/11/2018","Satisfactory","Full Storage","RDS","No","MAYHAM RESERVOIR COMPANY (GILLIS, JASON)","JASON GILLIS","JPK","10/11/2018 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070212",
"070214","MAGIC MOUNTAIN #1","","CO00201","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","4.0 S","70.0 W","10","SE","SW","482094.4","4395777.0","39.711676","-105.208905","GPS","JACKSON GULCH","PLEASANT VIEW","1","1958","PO","N","N","RE","800.00","51.00","6266.00","145","7","248","5372.00","30 CMP w/ 24-INCH HDPE LINING","67.00","10/01/2010","High","Yes","10/01/2020","Yes","08/05/2002","07/05/2023","Satisfactory","Full Storage","JPK","No","MARTIN MARIETTA MATERIALS (COURTNEY, PHILLIP)","PHILLIP COURTNEY","JPK","12/22/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070214",
"070215","UPPER MOUNT OLIVET","MOUNT OLIVET NO. 1","CO00202","","Non-Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","18","SE","SW","486965.8","4403905.8","39.785008","-105.152229","GPS","CLEAR CREEK","WHEATRIDGE","0.100000001490116","1966","I","N","N","RE","2342.00","12.20","5515.00","71","12","123","220.00","18 CIP & 12 STEEL PIPE","39.00","","Low","Not Required","","No","","05/11/1995","","","","No","MT. OLIVET CEMETERY ASSOC. (BOB NELSON)","BOB NELSON","","12/10/1991 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070215",
"070216","LOWER MOUNT OLIVET","MOUNT OLIVET NO. 2","CO02380","","Jurisdictional Dam","Active","1","7","JEFFERSON","S","3.0 S","69.0 W","29","NW","SW","487461.2","4401562.1","39.763896","-105.146403","GPS","CLEAR CREEK","WHEATRIDGE","0.100000001490116","1975","I","N","N","RE","200.00","18.00","5470.00","18","5","350","44.00","10 CIP","7.00","","Low","Not Required","","No","","06/22/2007","Conditionally Satisfactory","Conditional Full Storage","GGH","No","MT. OLIVET CEMETERY ASSOC. (BOB NELSON)","BOB NELSON","JPK","12/10/1991 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070216",
"070217","MURRAY","","CO02138","0704423","Jurisdictional Dam","Active","1","7","CLEAR CREEK","S","5.0 S","75.0 W","23","NE","SW","434897.3","4384192.2","39.605004","-105.758345","GPS","SOUTH CLEAR CREEK","GEORGETOWN","9","1904","","N","N","RE","196.00","11.00","12160.00","80","9","0","45.00","8 VCP","37.00","","Low","Not Required","","No","","08/28/2020","Conditionally Satisfactory","Conditional Full Storage","JPK","No","XCEL ENERGY","ART STEIMER","JPK","07/08/2014 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/070217",
